  CODE BEGUN..........................

  Simulation Parameters are nx, ny, dx, dy, w, errormax,tmax, dt, Re 
         515         515   1.94174761E-03   1.94174761E-03   1.79999995       9.99999997E-07   50.0000000       1.00000005E-03   1000.00000    

 Initialising the domain ..........................

 Initiating Calculations ..........................

 time,  Error_x-AD,  Error_y-AD,  Error_PPE
  0.125000075       8.64267349E-07   2.08616257E-07   9.99076292E-07
  0.126000077       8.49366188E-07   2.68220901E-07   9.99774784E-07
  0.127000079       8.56816769E-07   2.68220901E-07   9.99309123E-07
  0.128000081       8.56816769E-07   1.49011612E-07   9.99309123E-07
  0.129000083       8.56816769E-07   1.78813934E-07   9.98377800E-07
  0.130000085       8.49366188E-07   1.78813934E-07   9.98377800E-07
  0.131000087       8.49366188E-07   1.78813934E-07   9.98377800E-07
  0.132000089       8.41915607E-07   2.08616257E-07   9.98377800E-07
  0.133000091       8.56816769E-07   2.08616257E-07   9.98377800E-07
  0.134000093       8.41915607E-07   1.78813934E-07   9.98377800E-07
